"label","Project_Name","Project_Budget","Client_ID","Domain_Skill","Location_Index","City_Name","Country","ISO","Admin_Name","lat","lng","Client_Name","Project_Budget2"
"MM PROJECT PLAID - $2,137,435","MM PROJECT PLAID",2137435.28,157,"ML",25,"Mumbai","India","IND","Maharashtra",18.9667,72.8333,"Cornelian","$2,137,435"
"TRANSFORMATION FOUNDATION ASSESSMENT - $630,892","TRANSFORMATION FOUNDATION ASSESSMENT",630892,505,"ML",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"Robeco","$630,892"
"MONITOR PLPHASE 2 - CARIBBEAN ROLLOUT - $801,467","MONITOR PLPHASE 2 - CARIBBEAN ROLLOUT",801466.8,536,"ML",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"Securities Board of Nepal","$801,467"
"OPTIMIZATION OF REGULATORY CAPITAL - GWM - $1,178,032","OPTIMIZATION OF REGULATORY CAPITAL - GWM",1178032,558,"ML",28,"Rome","Italy","ITA","Lazio",41.8931,12.4828,"Stanhope Capital","$1,178,032"
"ADVISOR EXCELLENCE PROGRAM - PHASE 2 - $1,115,578","ADVISOR EXCELLENCE PROGRAM - PHASE 2",1115577.5,570,"ML",28,"Rome","Italy","ITA","Lazio",41.8931,12.4828,"Takasbank","$1,115,578"
"RR SSI CENTRALIZED COMPLIANCE REVIEW - $796,961","RR SSI CENTRALIZED COMPLIANCE REVIEW",796961.2,169,"ML",29,"Milan","Italy","ITA","Lombardy",45.4669,9.19,"CSDC","$796,961"
"RM INTERGRATION PROJECT JFL OPERATIONS - $90,000","RM INTERGRATION PROJECT JFL OPERATIONS",90000,361,"ML",29,"Milan","Italy","ITA","Lombardy",45.4669,9.19,"Leadenhall Capital","$90,000"
"WAVE 4 W3 IT ECOSYSTEMS 6 TO 9 - $343,000","WAVE 4 W3 IT ECOSYSTEMS 6 TO 9",343000,482,"ML",29,"Milan","Italy","ITA","Lombardy",45.4669,9.19,"Quai Administration Services","$343,000"
"BAHAMAS CREDIT BUREAU IMPLEMENTATION - $10,475,499","BAHAMAS CREDIT BUREAU IMPLEMENTATION",10475499.3,637,"ML",30,"Tokyo","Japan","JPN","Tokyo",35.6897,139.6922,"Zurich","$10,475,499"
"SALES FORCE LIGHTNING RENOVATION - $5,968,677","SALES FORCE LIGHTNING RENOVATION",5968677.2,19,"ML",31,"Osaka","Japan","JPN","Osaka",34.6936,135.5019,"Allfunds Bank","$5,968,677"
"SIGFIG RETAIL SOLUTION - $585,000","SIGFIG RETAIL SOLUTION",585000,154,"ML",31,"Osaka","Japan","JPN","Osaka",34.6936,135.5019,"Consortia","$585,000"
"PCMLTFA NEW REGULATIONS - $11,563,108","PCMLTFA NEW REGULATIONS",11563107.93,388,"ML",32,"Kyoto","Japan","JPN","Ky<U+00A8><U+00AD>to",35.0111,135.7669,"Mercuria Energy Trading SA","$11,563,108"
"VISA DEBIT APRIL MANDATE - $300,320","VISA DEBIT APRIL MANDATE",300320,462,"ML",32,"Kyoto","Japan","JPN","Ky<U+00A8><U+00AD>to",35.0111,135.7669,"Pension Protection Fund","$300,320"
"CONTENT MANAGEMENT - $7,686,710","CONTENT MANAGEMENT",7686710,127,"ML",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"Charles Stanley","$7,686,710"
"WORKFORCE ONBOARDING - $376,000","WORKFORCE ONBOARDING",376000,582,"ML",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"The Retirement Group","$376,000"
"JFL & WM PARTY MASTER - $2,664,984","JFL & WM PARTY MASTER",2664984.5,211,"ML",34,"Mexico City","Mexico","MEX","Ciudad de Mexico",19.4333,-99.1333,"EuroCPP","$2,664,984"
"CREDIT360 - WAVE 2 - $1,975,855","CREDIT360 - WAVE 2",1975855.4,234,"ML",34,"Mexico City","Mexico","MEX","Ciudad de Mexico",19.4333,-99.1333,"First Rand Bank London Branch","$1,975,855"
"AML - TM CANADA - $348,874","AML - TM CANADA",348874,273,"ML",34,"Mexico City","Mexico","MEX","Ciudad de Mexico",19.4333,-99.1333,"Hexam","$348,874"
"E COM SURVELLIANCE ENHANCEMENT - $2,850,817","E COM SURVELLIANCE ENHANCEMENT",2850817.4,330,"ML",36,"Moscow","Russia","RUS","Moskva",55.7558,37.6178,"JLT Group","$2,850,817"
"FY2020 BUSINESS GICs AND DDA ENHANCEMENTS GBP - $885,947","FY2020 BUSINESS GICs AND DDA ENHANCEMENTS GBP",885947.34,510,"ML",36,"Moscow","Russia","RUS","Moskva",55.7558,37.6178,"Royal London Asset Management","$885,947"
"CUSTOMER INITIATED EXCHANGE (CIE) - $859,269","CUSTOMER INITIATED EXCHANGE (CIE)",859268.91,253,"ML",37,"Bangkok","Thailand","THA","Krung Thep Maha Nakhon",13.75,100.5167,"Gemini Capital Management","$859,269"
"IB REVENUE ASSURANCE FUNCTION - $893,000","IB REVENUE ASSURANCE FUNCTION",893000,601,"ML",37,"Bangkok","Thailand","THA","Krung Thep Maha Nakhon",13.75,100.5167,"UBS","$893,000"
"DP-CYBER NETWORK DETECTION ENHANCEMENTS (QRADAR NETWORK INSIGHTS) - $1,339,891","DP-CYBER NETWORK DETECTION ENHANCEMENTS (QRADAR NETWORK INSIGHTS)",1339890.73,264,"ML",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"Hampden Group","$1,339,891"
"SWM ST JOHNS NFLD EXPANSION STRATEGY - $727,186","SWM ST JOHNS NFLD EXPANSION STRATEGY",727186,602,"ML",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"UK Finance","$727,186"
"COBRA - $343,330","COBRA",343330,66,"ML",40,"Birmingham","United Kingdom","GBR","Birmingham",52.48,-1.9025,"Bank Of England","$343,330"
"LAS REPLACEMENT - $1,666,626","LAS REPLACEMENT",1666626.15,487,"ML",41,"Manchester","United Kingdom","GBR","Manchester",53.4794,-2.2453,"Rabobank","$1,666,626"
"PCMLTFA NEW REGULATIONS - FCRM-T - $2,378,000","PCMLTFA NEW REGULATIONS - FCRM-T",2378000,84,"ML",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"Bloomberg London","$2,378,000"
"NETWORK OBSOLESCENCE FOR CANADIAN CORPORATE OFFICES - $2,025,666","NETWORK OBSOLESCENCE FOR CANADIAN CORPORATE OFFICES",2025666.45,235,"ML",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"First State Investments","$2,025,666"
"WAVE 4 - WAY WE WORK IT PROGRAM MANAGEMENT - $267,120","WAVE 4 - WAY WE WORK IT PROGRAM MANAGEMENT",267119.8,360,"ML",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"LCPF","$267,120"
"SOL PLATFORM MODERNIZATION (PROJECT NEO WAVE 2) - $95,108","SOL PLATFORM MODERNIZATION (PROJECT NEO WAVE 2)",95107.97,163,"ML",43,"Newcastle","United Kingdom","GBR","Newcastle upon Tyne",55.0077,-1.6578,"Credit Suisse","$95,108"
"SOFTWARE ASSET MANAGEMENT SAM PROGRAM - $321,825","SOFTWARE ASSET MANAGEMENT SAM PROGRAM",321825,391,"ML",43,"Newcastle","United Kingdom","GBR","Newcastle upon Tyne",55.0077,-1.6578,"Metrosoft","$321,825"
"PROJECT ELEMENT TSA MIGRATION - $3,909,448","PROJECT ELEMENT TSA MIGRATION",3909447.5,563,"ML",43,"Newcastle","United Kingdom","GBR","Newcastle upon Tyne",55.0077,-1.6578,"Stonehage Fleming","$3,909,448"
"MD ITGC SOX DOCUMENTATION - $523,182","MD ITGC SOX DOCUMENTATION",523182.48,577,"ML",43,"Newcastle","United Kingdom","GBR","Newcastle upon Tyne",55.0077,-1.6578,"Thames River","$523,182"
"FRTB TECHNOLOGY BUSINESS - $1,937,871","FRTB TECHNOLOGY BUSINESS",1937870.89,53,"ML",45,"Glasgow","United Kingdom","GBR","Glasgow City",55.8609,-4.2514,"Australian Securities Exchange","$1,937,871"
"PB CUSTOMER ONBOARDING PORTAL - $30,258,133","PB CUSTOMER ONBOARDING PORTAL",30258133.08,485,"ML",45,"Glasgow","United Kingdom","GBR","Glasgow City",55.8609,-4.2514,"Quilter Investors","$30,258,133"
"ACE RISK ADJUDICATION MAINTENANCE FY2021 - $534,400","ACE RISK ADJUDICATION MAINTENANCE FY2021",534400,574,"ML",45,"Glasgow","United Kingdom","GBR","Glasgow City",55.8609,-4.2514,"Telegraph","$534,400"
"FRAUD ANALYTICS ARCHITECTURE - PHASE 2 - $5,681,561","FRAUD ANALYTICS ARCHITECTURE - PHASE 2",5681560.7,571,"ML",46,"Liverpool","United Kingdom","GBR","Liverpool",53.4,-2.9833,"TAM Asset Management","$5,681,561"
"EDISCOVERY MIGRATION PROOF OF CONCEPT - $3,355,405","EDISCOVERY MIGRATION PROOF OF CONCEPT",3355404.7,441,"ML",47,"New York","United States","USA","New York",40.6943,-73.9249,"NYSE Euronext","$3,355,405"
"RM ABM N CRU STEADY STATE TESTING - $805,000","RM ABM N CRU STEADY STATE TESTING",805000,37,"ML",49,"Chicago","United States","USA","Illinois",41.8373,-87.6862,"Artemis","$805,000"
"KYC REMEDIATION PROGRAM - $1,960,000","KYC REMEDIATION PROGRAM",1960000,477,"ML",49,"Chicago","United States","USA","Illinois",41.8373,-87.6862,"Push Technology","$1,960,000"
"UL COMPLIANCE AND AUDIT - $2,133,618","UL COMPLIANCE AND AUDIT",2133618.5,369,"ML",50,"Miami","United States","USA","Florida",25.7839,-80.2102,"Lloyds Banking Group","$2,133,618"
"NEW IG MODEL RATING PLATFORM - $209,900","NEW IG MODEL RATING PLATFORM",209900,556,"ML",51,"Dallas","United States","USA","Texas",32.7936,-96.7662,"Standard Life Investments","$209,900"
"DP-NAC-CARIBBEAN RETAIL BRANCHES - $995,464","DP-NAC-CARIBBEAN RETAIL BRANCHES",995463.9,551,"ML",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"Standard Bank","$995,464"
"CUSTOMER INTERACTION ECOSYSTEM - $8,851,475","CUSTOMER INTERACTION ECOSYSTEM",8851474.76,536,"ML",53,"Houston","United States","USA","Texas",29.7863,-95.3889,"Securities Board of Nepal","$8,851,475"
"ENT 003 - NS - IB - $849,000","ENT 003 - NS - IB",849000,409,"ML",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"National Grid","$849,000"
"NCINO END TO END CREDIT PLATFORM - MVP2 - $1,956,664","NCINO END TO END CREDIT PLATFORM - MVP2",1956663.7,258,"ML",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"Goldman Sachs","$1,956,664"
"COMPLIANCE RISK LEARNING AND AWARENESS - $2,431,680","COMPLIANCE RISK LEARNING AND AWARENESS",2431680,325,"ML",57,"Phoenix","United States","USA","Arizona",33.5722,-112.0891,"JEFFERIES JAPAN LTD TOKYO","$2,431,680"
"HFS REFERRAL FEE PROGRAM - $74,710","HFS REFERRAL FEE PROGRAM",74710,159,"ML",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"CPA Global","$74,710"
"SAG SYSTEM HW REPLACEMENT N PROCESS ENHANCEMENT - $2,974,860","SAG SYSTEM HW REPLACEMENT N PROCESS ENHANCEMENT",2974860,569,"ML",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Taifex","$2,974,860"
"HRSC - JAMAICA - CARIBBEAN PROGRAM - $5,350,244","HRSC - JAMAICA - CARIBBEAN PROGRAM",5350244,236,"ML",59,"San Francisco","United States","USA","California",37.7562,-122.443,"FIS Group","$5,350,244"
"IB AML DATA - $899,600","IB AML DATA",899600,263,"ML",59,"San Francisco","United States","USA","California",37.7562,-122.443,"Gulf International Bank","$899,600"
"COMMERCIAL BANKING SALESFORCE LIGHTING CRM - $10,293,719","COMMERCIAL BANKING SALESFORCE LIGHTING CRM",10293719.36,16,"ML",61,"Cleveland","United States","USA","Ohio",41.4767,-81.6804,"AEGON NL","$10,293,719"
"TRANSFER PRICING AND ALLOCATION - $748,152","TRANSFER PRICING AND ALLOCATION",748152,223,"ML",62,"Pittsburgh","United States","USA","Pennsylvania",40.4396,-79.9762,"FCA","$748,152"
"AML - NAME SCREENING MODEL DEVELOPMENT AND IMPLEMENTATION - $35,274,999","AML - NAME SCREENING MODEL DEVELOPMENT AND IMPLEMENTATION",35274998.89,396,"Mobile",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"Misland Capital","$35,274,999"
"IB AML- ECR AML KYC TECHNOLOGY - $461,956","IB AML- ECR AML KYC TECHNOLOGY",461956.2,460,"Mobile",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"Partnership","$461,956"
"LYNC AS A PBX - $4,363,761","LYNC AS A PBX",4363760.7,592,"Mobile",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"TPEX","$4,363,761"
"TAX PACKAGE - $1,428,748","TAX PACKAGE",1428748.4,321,"Mobile",3,"Brisbane","Australia","AUS","Queensland",-27.4678,153.0281,"JAPAN POST BANK CO LTD.","$1,428,748"
"AML KYC ENHANCEMENTS - GW - $3,828,416","AML KYC ENHANCEMENTS - GW",3828416,318,"Mobile",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"James Hay","$3,828,416"
"TRADER OVERSIGHT REPORTING FOR GROUP TREASURY - $621,740","TRADER OVERSIGHT REPORTING FOR GROUP TREASURY",621740,357,"Mobile",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"Lancashire County Council","$621,740"
"MM STABLIZATION OF SCOTIAFUNDS DIG PLAT N TOOLS - $530,000","MM STABLIZATION OF SCOTIAFUNDS DIG PLAT N TOOLS",530000,411,"Mobile",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"NCC Clearing Bank","$530,000"
"AML - TM IB MODEL DEVELOPMENT AND IMPLEMENTATION - IB - $12,730,388","AML - TM IB MODEL DEVELOPMENT AND IMPLEMENTATION - IB",12730387.55,191,"Mobile",5,"Adelaide","Australia","AUS","South Australia",-34.9289,138.6011,"DNU - (Use Deutsche Bank)","$12,730,388"
"TAMLO AML - TRANSACTION MONITORING - IB - $255,000","TAMLO AML - TRANSACTION MONITORING - IB",255000,196,"Mobile",5,"Adelaide","Australia","AUS","South Australia",-34.9289,138.6011,"Eagle Investment","$255,000"
"RR FY 2021 ADS QAT TESTING - $672,025","RR FY 2021 ADS QAT TESTING",672025.4,124,"Mobile",6,"Toronto","Canada","CAN","Ontario",43.7417,-79.3733,"CCLA","$672,025"
"CANADIAN FINANCIAL CONSUMER PROTECTION - $8,255,700","CANADIAN FINANCIAL CONSUMER PROTECTION",8255699.52,241,"Mobile",6,"Toronto","Canada","CAN","Ontario",43.7417,-79.3733,"Floreat","$8,255,700"
"RED TEAM CIA ASSESSMENTS - $4,897,550","RED TEAM CIA ASSESSMENTS",4897550,360,"Mobile",6,"Toronto","Canada","CAN","Ontario",43.7417,-79.3733,"LCPF","$4,897,550"
"BASEL III REVISIONS - CAPITAL MANAGEMENT - $5,861,087","BASEL III REVISIONS - CAPITAL MANAGEMENT",5861086.86,179,"Mobile",9,"Calgary","Canada","CAN","Alberta",51.05,-114.0667,"Department for International Trade","$5,861,087"
"INTEGRATION TO SCOTIA CONNECT AND REPORTING REQUIREMENTS - $255,000","INTEGRATION TO SCOTIA CONNECT AND REPORTING REQUIREMENTS",255000,435,"Mobile",9,"Calgary","Canada","CAN","Alberta",51.05,-114.0667,"NSCCL","$255,000"
"DP-ENTERPRISE LOGICAL ACCESS REMEDIATION PROGRAM - PHASE 1 - $1,760,953","DP-ENTERPRISE LOGICAL ACCESS REMEDIATION PROGRAM - PHASE 1",1760952.8,116,"Mobile",10,"Edmonton","Canada","CAN","Alberta",53.5344,-113.4903,"Canadian Red Cross","$1,760,953"
"IB AML TECHNOLOGY WAVE 2 - $1,357,720","IB AML TECHNOLOGY WAVE 2",1357719.54,443,"Mobile",10,"Edmonton","Canada","CAN","Alberta",53.5344,-113.4903,"Oak Group (Consortia)","$1,357,720"
"GFX E-TRADING - $2,001,812","GFX E-TRADING",2001812.1,449,"Mobile",10,"Edmonton","Canada","CAN","Alberta",53.5344,-113.4903,"Old Mutual","$2,001,812"
"CSM UPGRADE - $10,334,860","CSM UPGRADE",10334859.9,422,"Mobile",12,"Shanghai","China","CHN","Shanghai",31.1667,121.4667,"NG Clearing","$10,334,860"
"PRODUCT ONBOARDING & ADMINISTRATION - $794,220","PRODUCT ONBOARDING & ADMINISTRATION",794220,369,"Mobile",13,"Guangzhou","China","CHN","Guangdong",23.1288,113.259,"Lloyds Banking Group","$794,220"
"AML QUANTIFIND FCRMT - $9,953,701","AML QUANTIFIND FCRMT",9953700.95,217,"Mobile",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"Exotix Capital","$9,953,701"
"RM ABM N CRU STEADY STATE ADS - $145,550","RM ABM N CRU STEADY STATE ADS",145550,370,"Mobile",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"Lloyds Business Banking","$145,550"
"CREDIT360 GBM - $5,232,479","CREDIT360 GBM",5232479.1,425,"Mobile",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"NNIP","$5,232,479"
"RISK RATING - CREDITLENS (INTERIM) - $3,027,880","RISK RATING - CREDITLENS (INTERIM)",3027880,541,"Mobile",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"SGG","$3,027,880"
"GFI ELECTRONIC TRADING - $854,116","GFI ELECTRONIC TRADING",854116.1,281,"Mobile",15,"Bogota","Colombia","COL","Bogota",4.6126,-74.0705,"HSBC GAM","$854,116"
"OPICS PLUPGRADE VERSION 4.7 - $3,878,145","OPICS PLUPGRADE VERSION 4.7",3878144.8,289,"Mobile",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"IFSL","$3,878,145"
"GO TECHNOLOGY MAINTENANCE - $76,214","GO TECHNOLOGY MAINTENANCE",76213.7,340,"Mobile",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"Kainos","$76,214"
"DIGITAL ENGAGEMENT PROGRAM (SYMPHONY WAVE 1) - $698,080","DIGITAL ENGAGEMENT PROGRAM (SYMPHONY WAVE 1)",698080,213,"Mobile",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"European Insurance and Occupational Pensions Authority (EIOPA)","$698,080"
"DATA PLATFORM SIMPLICATION - INTERIM FUNDING - $2,433,407","DATA PLATFORM SIMPLICATION - INTERIM FUNDING",2433407,214,"Mobile",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"European Parliament","$2,433,407"
"CBT CURRENCY EVERGREEN - $1,901,214","CBT CURRENCY EVERGREEN",1901213.8,461,"Mobile",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"Peel Hunt","$1,901,214"
"CORPORATE LENDING REPLACEMENT ACBS - $1,300,000","CORPORATE LENDING REPLACEMENT ACBS",1300000,472,"Mobile",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"Proservice","$1,300,000"
"AML DATA QUALITY N DATA LINEAGE EXECUTION - $100,705,094","AML DATA QUALITY N DATA LINEAGE EXECUTION",100705094.01,450,"Mobile",20,"Marseille","France","FRA","Provence-Alpes-Cote dAzur",43.2964,5.37,"Old Mutual Wealth","$100,705,094"
"CDIC RESOLUTION PLANNING - EST SCENARIO PLANNING - $2,384,860","CDIC RESOLUTION PLANNING - EST SCENARIO PLANNING",2384859.6,537,"Mobile",20,"Marseille","France","FRA","Provence-Alpes-Cote dAzur",43.2964,5.37,"SEI","$2,384,860"
"SALESFORCE TORONTO INTL PRIVATE BANKING - $1,907,145","SALESFORCE TORONTO INTL PRIVATE BANKING",1907145,298,"Mobile",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"Ingenious Group","$1,907,145"
"BENCHMARK RATE REFORM - $2,594,729","BENCHMARK RATE REFORM",2594729.04,577,"Mobile",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"Thames River","$2,594,729"
"PRECISION LENDER - $2,353,366","PRECISION LENDER",2353365.5,142,"Mobile",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"Clara","$2,353,366"
"DIVESTITURE OF SCOTIABANK ANTIGUA TSA - $599,336","DIVESTITURE OF SCOTIABANK ANTIGUA TSA",599336.3,1,"Mobile",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"A J Bell Securities","$599,336"
"MM RLP OP MAINTENANCE N ENHANCEMENT WORK 2021 - $46,000","MM RLP OP MAINTENANCE N ENHANCEMENT WORK 2021",46000,564,"Mobile",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"Sumit Trust Global Asset Services","$46,000"
"FY2020 REGULATORY DEPOSIT PROJECTS - $1,988,360","FY2020 REGULATORY DEPOSIT PROJECTS",1988360.2,85,"Mobile",25,"Mumbai","India","IND","Maharashtra",18.9667,72.8333,"BlueBay Asset Management","$1,988,360"
"DP-IMPLEMENT SECURITY STACK FOR MACS - $6,888,804","DP-IMPLEMENT SECURITY STACK FOR MACS",6888804.1,184,"Mobile",26,"Bangalore","India","IND","Karnataka",12.9699,77.598,"Deutsche Post","$6,888,804"
"CONTINGENT WORKFORCE MANAGEMENT - $8,642,610","CONTINGENT WORKFORCE MANAGEMENT",8642610,429,"Mobile",26,"Bangalore","India","IND","Karnataka",12.9699,77.598,"NOMURA ASSET MANAGEMENT","$8,642,610"
"GROWING HOUSEHOLD VALUE - HIGH-VALUE CUSTOMER FLAG - $276,142","GROWING HOUSEHOLD VALUE - HIGH-VALUE CUSTOMER FLAG",276142,584,"Mobile",26,"Bangalore","India","IND","Karnataka",12.9699,77.598,"Thomson Reuters","$276,142"
"BASEL III REFORMS - $189,614","BASEL III REFORMS",189613.8,483,"Mobile",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"Quick","$189,614"
"NAC SOLUTIONS - $2,042,500","NAC SOLUTIONS",2042500,477,"Mobile",29,"Milan","Italy","ITA","Lombardy",45.4669,9.19,"Push Technology","$2,042,500"
"NCINO END TO END CREDIT PLATFORM - MVP3 - $12,195,672","NCINO END TO END CREDIT PLATFORM - MVP3",12195671.62,12,"Mobile",30,"Tokyo","Japan","JPN","Tokyo",35.6897,139.6922,"Adepa","$12,195,672"
"OLP MIGRATION TO SHAREPOINT - $814,350","OLP MIGRATION TO SHAREPOINT",814350,210,"Mobile",31,"Osaka","Japan","JPN","Osaka",34.6936,135.5019,"Euroclear","$814,350"
"TAMLO BAU MAINTENANCE - CRR - $750,000","TAMLO BAU MAINTENANCE - CRR",750000,424,"Mobile",32,"Kyoto","Japan","JPN","Ky<U+00A8><U+00AD>to",35.0111,135.7669,"NN Investment Partners","$750,000"
"EVERBRIDGE MASS COMMUNICATION - $2,755,967","EVERBRIDGE MASS COMMUNICATION",2755966.6,546,"Mobile",32,"Kyoto","Japan","JPN","Ky<U+00A8><U+00AD>to",35.0111,135.7669,"Simplex","$2,755,967"
"ENCASE AGENT DEPLOYMENT - $1,379,391","ENCASE AGENT DEPLOYMENT",1379391.3,609,"Mobile",32,"Kyoto","Japan","JPN","Ky<U+00A8><U+00AD>to",35.0111,135.7669,"Vaughan Designs","$1,379,391"
"REWARDS PLATFORM UPDATE - TSYS ECB - $416,150","REWARDS PLATFORM UPDATE - TSYS ECB",416150,319,"Mobile",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"Janus Henderson Investors","$416,150"
"TAMLO AML - NAME SCREENING - IB - $268,750","TAMLO AML - NAME SCREENING - IB",268750,365,"Mobile",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"Linear Investments Limited","$268,750"
"ECOMMS SURVEILLANCE - BEHAVOX CHILE - $571,884","ECOMMS SURVEILLANCE - BEHAVOX CHILE",571883.6,530,"Mobile",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"Schroders","$571,884"
"PCMLTFA NEW REGULATIONS - GBM - $1,674,000","PCMLTFA NEW REGULATIONS - GBM",1674000,238,"Mobile",34,"Mexico City","Mexico","MEX","Ciudad de Mexico",19.4333,-99.1333,"Fiske plc","$1,674,000"
"ORGANIZATIONAL HIERARCHY - $1,079,999","ORGANIZATIONAL HIERARCHY",1079998.9,251,"Mobile",35,"Manila","Philippines","PHL","Manila",14.5958,120.9772,"G4S Jersey","$1,079,999"
"PROJECT PASCAL - $970,000","PROJECT PASCAL",970000,531,"Mobile",35,"Manila","Philippines","PHL","Manila",14.5958,120.9772,"Schroders Private Wealth","$970,000"
"GLOBAL MONITORING TOOLS PHASE 1 - $3,211,806","GLOBAL MONITORING TOOLS PHASE 1",3211805.5,57,"Mobile",37,"Bangkok","Thailand","THA","Krung Thep Maha Nakhon",13.75,100.5167,"AXA IM","$3,211,806"
"CONSUMER FINANCIAL PROTECTION FRAMEWORK PROGRAM (OPCC) - $8,210,650","CONSUMER FINANCIAL PROTECTION FRAMEWORK PROGRAM (OPCC)",8210650.34,561,"Mobile",38,"Istanbul","Turkey","TUR","Istanbul",41.01,28.9603,"States of Guernsey","$8,210,650"
"AML-ACCOUNT ACTIVITY REVIEW - $30,901,172","AML-ACCOUNT ACTIVITY REVIEW",30901171.99,43,"Mobile",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"Asigna/Mexico CCP","$30,901,172"
"PENSIONER PAYROLL OUTSOURCING - $2,091,941","PENSIONER PAYROLL OUTSOURCING",2091941.37,84,"Mobile",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"Bloomberg London","$2,091,941"
"PACB H2H MEXICO AND PERU - $2,666,200","PACB H2H MEXICO AND PERU",2666200,464,"Mobile",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"Phoenix","$2,666,200"
"COMMON REPORTING STANDARD - $5,301,262","COMMON REPORTING STANDARD",5301262.1,226,"Mobile",43,"Newcastle","United Kingdom","GBR","Newcastle upon Tyne",55.0077,-1.6578,"FIA","$5,301,262"
"RETAIL CREDIT RISK : INTERNATIONAL MODEL MONITORING ENHANCEMENTS - $310,000","RETAIL CREDIT RISK : INTERNATIONAL MODEL MONITORING ENHANCEMENTS",310000,369,"Mobile",43,"Newcastle","United Kingdom","GBR","Newcastle upon Tyne",55.0077,-1.6578,"Lloyds Banking Group","$310,000"
"TAMLO AML - TRANSACTION MONITORING - CB - $1,524,910","TAMLO AML - TRANSACTION MONITORING - CB",1524910.4,384,"Mobile",44,"Birstall","United Kingdom","GBR","Leicester",52.6736,-1.12,"Maseco Private Wealth","$1,524,910"
"PROJECT FRANKLIN - $2,981,796","PROJECT FRANKLIN",2981795.5,436,"Mobile",44,"Birstall","United Kingdom","GBR","Leicester",52.6736,-1.12,"Nucleus Financial","$2,981,796"
"CAMS GLOBAL DEPLOYMENT - $432,001","CAMS GLOBAL DEPLOYMENT",432001,431,"Mobile",45,"Glasgow","United Kingdom","GBR","Glasgow City",55.8609,-4.2514,"Nordic Investment Bank","$432,001"
"BENCHMARK RATE REFORM - GBM - $310,000","BENCHMARK RATE REFORM - GBM",310000,265,"Mobile",46,"Liverpool","United Kingdom","GBR","Liverpool",53.4,-2.9833,"Hargreaves Lansdown","$310,000"
"REAL ESTATE TECHNOLOGY-KANATA SWM EXPANSION - $161,720","REAL ESTATE TECHNOLOGY-KANATA SWM EXPANSION",161720,377,"Mobile",46,"Liverpool","United Kingdom","GBR","Liverpool",53.4,-2.9833,"London Stock Exchange","$161,720"
"SMS DECOMMISSIONING PHASE 1 - $143,391","SMS DECOMMISSIONING PHASE 1",143391.37,441,"Mobile",47,"New York","United States","USA","New York",40.6943,-73.9249,"NYSE Euronext","$143,391"
